comment_id,video_id,channel_name,author_channel_id,comunidad_video,n_palabras_lexico,score_sentimiento,clase_sentimiento,contiene_negador
Ugz7WPxTOQEwmZpnx_V4AaABAg,n8iP75gIpmw,Quorum,UCi1b_TRQfgO1Z9O2gNGGWNA,1,6,1.1666666666666667,positivo,False
Ugz8BbgcucTeHAjfvqJ4AaABAg,n8iP75gIpmw,Quorum,UCpl8rF8uv_8uui-QRvuJaRA,1,1,-2.0,negativo,False
Ugz8fJcHTKHoEWJPwWt4AaABAg,j43HgwYFKfk,Quorum,UClhMWQ7XKWywYvbRnuf8QsA,2,0,,sin señal léxica,False
Ugz8hBV9j2KQGtMhPUR4AaABAg,is3Mk5oC19g,TN23 Guatemala,UC4kg7zuTfqQKLd2bkZrSYBA,10,0,,sin señal léxica,False
Ugz8pKFUmjVv-zF8lvJ4AaABAg,n8iP75gIpmw,Quorum,UCOLGv5Pf6BF2wFcwUzgcvHg,1,1,-1.0,negativo,True
UgzBnKyfiTTp9djPTh54AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCbNanjFI51cwGqMAb2rOrBw,6,7,2.0,positivo,False
UgzBpiHQkRpqfeyCDwd4AaABAg,n8iP75gIpmw,Quorum,UC2weSE8rpqkGMOp6StYtVfg,1,1,-3.0,negativo,True
UgzDFSLs4n_6XtQjgjZ4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCyzf29IYjNw67gGIfsjgtxA,5,2,2.0,positivo,False
UgzDK8qo7Il1yafNllJ4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCzZ6dDCEsLMXbc5pCFXIprw,7,0,,sin señal léxica,False
UgzESrzC3abcN60poBF4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCaT6M2zp7X6r6Whd8Vv3kHQ,5,2,1.0,positivo,True
UgzFOdujc0-cy9W1Uv14AaABAg,n8iP75gIpmw,Quorum,UC3NMzdMYryaw82kPTnsaljg,1,1,-2.0,negativo,False
UgzGYzecKVZyDzajKPV4AaABAg,n8iP75gIpmw,Quorum,UCLggDc_a5HriXv7I1h02sOA,1,0,,sin señal léxica,False
UgzH_SOr2gGO_dDna5J4AaABAg,n8iP75gIpmw,Quorum,UCSou6a2OuYGSvPjm5psquyA,1,0,,sin señal léxica,False
UgzJ85lM1ogkB4KOk2d4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCtNyHmRZtvGF2hSvI2dUBWw,7,5,-0.55,negativo,True
UgzKcy6Zr6Ele2EAo6J4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCGqKxQS-z3NZzZF-2w338AA,5,2,0.0,neutro,False
UgzL_lyzP1gwPdnVQ3Z4AaABAg,yLZS3JiEBg8,Quorum,UCXO1BBohNWXkK9SBDAG2ySg,3,1,3.0,positivo,False
UgzMXsCXt9Lh-tk3fZd4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UChyps3dqY-VY1_wLeq-2lhw,4,2,1.0,positivo,True
UgzMXsCXt9Lh-tk3fZd4AaABAg.A_zGMKwFBhPA_zWhjiGKb7,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCyJhqmMbsvjpoarBBStA2kg,4,0,,sin señal léxica,False
UgzM_dw7xZDkJJ8eYQ94AaABAg,n8iP75gIpmw,Quorum,UCXgr7vXlRrsaskPdo097kGA,1,0,,sin señal léxica,False
UgzMppllQcjsXkBLgiZ4AaABAg,n8iP75gIpmw,Quorum,UCylqlpsh8ENNM1LqgQ1KbxA,1,0,,sin señal léxica,False
UgzOB-KAGGElQGAPxEZ4AaABAg,n8iP75gIpmw,Quorum,UC4cXueR2bKGFJV0Fk76gwmA,1,2,-1.5,negativo,False
UgzOGr7KGQ9pa-CJdgN4AaABAg,n8iP75gIpmw,Quorum,UCNBnKqWf4d-rS4HwJRQljmQ,1,3,0.3333333333333333,neutro,True
UgzOYjc2Ii04ZArW7vF4AaABAg,n8iP75gIpmw,Quorum,UCmvOgzmmXbjUthHy-WJ52hQ,1,0,,sin señal léxica,True
UgzOeIbOqa0dhaWyj_B4AaABAg,s0eco-BofOs,Quorum,UC6xI_MOaxajIWpoP8BH6E_Q,17,0,,sin señal léxica,False
UgzPExq20lnf7-8d7_p4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCtMBF_1O2jY2INlb_luuB_A,5,3,0.7777777777777777,positivo,False
UgzQTWwjC_XVPUNxuXp4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCrqXyRsg-_hTosURZ-uvoKg,6,1,-1.0,negativo,True
UgzRlz8OqalaHh8EnUl4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCGZMgmM92E3njyXNe9-kjAQ,6,1,-3.0,negativo,False
UgzRlz8OqalaHh8EnUl4AaABAg.Aa9hqaKl_ywAaB_OUjpKKh,OkXlHx0hx-8,Noticias Telemundo,UCi2KiZq63sRq8Mfbcp-MelQ,6,0,,sin señal léxica,False
UgzRyWsi9Ed1wsXKgwd4AaABAg,yLZS3JiEBg8,Quorum,UCOY3XpD9qMCRSA8AA8c4CAw,3,2,2.5,positivo,False
UgzSjpcAY2zvJ6i-poh4AaABAg,is3Mk5oC19g,TN23 Guatemala,UCfRqgt2O-vjzUDMZY_tnxQw,10,0,,sin señal léxica,False
UgzSu6dFpC7PrEYl7AF4AaABAg,n8iP75gIpmw,Quorum,UC9vMq1YF-e7C-VO0SHkbUTA,1,3,-0.6666666666666666,negativo,False
UgzT_1dx4pvgJTFMsnZ4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCp29O_C7cchZV8IxV7Crdag,4,1,-1.0,negativo,True
UgzTqBd3og9IPuVu3o94AaABAg,n8iP75gIpmw,Quorum,UCrJn_rbo_ENAdeqneS-RmRw,1,1,-1.0,negativo,True
UgzU2eLo006-Cz6rYLZ4AaABAg,ndAZjHqzzT8,Quorum,UCjJf-AJKRFFWtiN-CSwkDmA,3,2,-0.5,neutro,True
UgzVRaRar_M-cPPi92x4AaABAg,is3Mk5oC19g,TN23 Guatemala,UCBtB5dIyx-C16UN8ClUD2UA,10,0,,sin señal léxica,False
UgzVSZ19e2Cc28bFi-94AaABAg,n8iP75gIpmw,Quorum,UCDUffaruH6dyUnUGwsTKpgg,1,0,,sin señal léxica,False
UgzVsPOuFAogocL8wKB4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCgGqw4aqMdMVSGkKiMgrJRQ,4,2,2.5,positivo,False
UgzWNBqTQMz8ba4pbUd4AaABAg,j43HgwYFKfk,Quorum,UC32oozucwCF3q8d4m8fyOUg,2,1,-1.0,negativo,False
UgzWNJK42U_F1IKlwwh4AaABAg,n8iP75gIpmw,Quorum,UCvApqeCbLod-wejtT4CcVuA,1,2,0.5,neutro,True
UgzWs20muY6Ghm9Z7094AaABAg,JkpVO1hx2f8,Quorum,UCHGd14aYuZZShLD73dkk6mg,12,1,3.0,positivo,False
UgzXDN6uNEworKy3uqZ4AaABAg,n8iP75gIpmw,Quorum,UCiMythXHsw7eQEMykCdmMUA,1,1,2.0,positivo,False
UgzYz6n8mPI0dBWsP2h4AaABAg,j43HgwYFKfk,Quorum,UC-fiZBS5Gp1eCJd9ucgWnCg,2,3,-2.0,negativo,False
UgzZMPOIKJlwEpgh7zd4AaABAg,b_Hkrkl3adA,PrensaLibreOficial,UC5PrBbmUlQolwqmiru7yZhw,9,5,-0.4,neutro,True
UgzZMPOIKJlwEpgh7zd4AaABAg.AaB6SZj2UadAaBRkGrUAJI,b_Hkrkl3adA,PrensaLibreOficial,UC094EFEmMSdwVa8NQjjYBXg,9,2,-1.0,negativo,False
UgzZMPOIKJlwEpgh7zd4AaABAg.AaB6SZj2UadAaCH5adXxCo,b_Hkrkl3adA,PrensaLibreOficial,UCGm3gRBEHGRJYmtCryZLtDw,9,1,-2.0,negativo,False
UgzZc-W-gVj1t4SXc-54AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCwUAv3_LpWVtTIi7lkmTL7A,5,4,1.5,positivo,True
UgzaTUgOy4ekC0xQoFt4AaABAg,n8iP75gIpmw,Quorum,UC5H8ASmMC9WrURmzeB4ySog,1,1,-1.0,negativo,True
UgzaWev1Ju6338Y7Ehl4AaABAg,ndAZjHqzzT8,Quorum,UC5wuDq3U3vRAhOQI3D7gNdw,3,1,3.0,positivo,False
UgzaWev1Ju6338Y7Ehl4AaABAg.A3Wof66r37mA3WrEtkJyep,ndAZjHqzzT8,Quorum,UCvcu1kR8xMYy_I1Ty-2mV2Q,3,0,,sin señal léxica,False
Ugzb66mq9Rv0T7aalfJ4AaABAg,n8iP75gIpmw,Quorum,UCXXh7yg5KUFIWylTiKVEFKQ,1,2,-1.5,negativo,True
UgzcJTEHjaN8bEV8Hfd4AaABAg,n8iP75gIpmw,Quorum,UC3XTwHxygNCgjndsg-UiCQA,1,1,-2.0,negativo,False
UgzcVyiuFGJ0Yv0C4Zt4AaABAg,n8iP75gIpmw,Quorum,UCsJJAvrVGupdmhOqgtDp8dg,1,3,0.3333333333333333,neutro,True
Ugzd2CVlJWOmHWBPSkN4AaABAg,n8iP75gIpmw,Quorum,UCQ_-LPP8JAbfkc-b1Q6NvWw,1,1,-2.0,negativo,True
UgzeCbhVJhOJATewi5J4AaABAg,n8iP75gIpmw,Quorum,UCtNfIBnc5S5DbbQj_yxgJTw,1,0,,sin señal léxica,False
UgzfLTatI6lJD6Z_u_94AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC-Iul5tDYH_oiAMXQH-KaaQ,4,2,2.5,positivo,False
UgzfXuFsM8L3Qt6qWJV4AaABAg,WIUZtitfLRw,Quorum,UCyW68EGZey4ao_Vf2cR5Ztg,3,2,-0.5,neutro,False
Ugzfc9D5wlSKYgY5Jrh4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCZjm6U576nX8WOiLhmMR3bw,6,0,,sin señal léxica,False
Ugzfc9D5wlSKYgY5Jrh4AaABAg.Aa9bbFyRF_AAaB_C3DtL_L,OkXlHx0hx-8,Noticias Telemundo,UCi2KiZq63sRq8Mfbcp-MelQ,6,0,,sin señal léxica,False
Ugzhc5zg6rDOR3ltTAZ4AaABAg,j43HgwYFKfk,Quorum,UC_LYoGs5C3mbZKZuKuqYCvw,2,1,2.0,positivo,False
UgzhjFXjeUslGQMZ7KB4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCRfkkatKrNtAARnXMMYBGlA,4,1,-2.0,negativo,False
UgzhtSisQXcyX7bqkzB4AaABAg,n8iP75gIpmw,Quorum,UCA93ym2TXs_Ibyxb4Vcn-6Q,1,1,2.0,positivo,False
Ugzi82q6lRyjtKUL5lV4AaABAg,n8iP75gIpmw,Quorum,UCAmtbUiIrUIhikru0ZoTFig,1,0,,sin señal léxica,False
Ugzin8yr1Zz1k47GsSp4AaABAg,n8iP75gIpmw,Quorum,UCr1emrogPKkKTs_WTtx71xg,1,2,1.0,positivo,False
UgzjFGboqNxQ7BcH0bZ4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCRznz9-N3Qc1w-qNdLSIY2Q,5,2,2.5,positivo,False
UgzjqVqTKYeOrM1kW0F4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCY7Hq7F9Lnucf-Yr6JkHZNw,5,1,1.0,positivo,False
Ugzk5XnOVKoVj8FiOCB4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UC-QOpE7GOxlXcHZ8b7HbQKA,6,2,-1.5,negativo,True
UgzlqevYeQWpdUl_KON4AaABAg,n8iP75gIpmw,Quorum,UCjSKM9j0Q7HLDr1hD6D-TUw,1,7,0.14285714285714285,neutro,False
Ugzm7wFhhdctNQt_ubl4AaABAg,06mFNPU0aB8,Noti7,UCwCfs-2zbD5k0lG-UVg_JBw,8,1,3.0,positivo,False
UgzmBKXDgncBFsDjRwd4AaABAg,n8iP75gIpmw,Quorum,UC72gBAtyb_VXQlYDcFrh6oQ,1,1,-1.0,negativo,False
UgzmBVMoFVO53-_ZZ-54AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UC8xlJWNHz1V_W6q3fbuQH8g,7,1,3.0,positivo,False
UgzpHaLJJjoD9FnKO6p4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCyJhqmMbsvjpoarBBStA2kg,4,2,1.0,positivo,False
UgzpdnDQDBV6UZ96GZh4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCgQJgI9vu1FI2dnC9mrFthw,7,1,-1.0,negativo,True
UgzpzyaFY6F6IdFxzk14AaABAg,n8iP75gIpmw,Quorum,UCLFdHr9BEbXHkoJopbEPLZw,1,0,,sin señal léxica,False
UgzrrbkpudLqNqr7s6R4AaABAg,n8iP75gIpmw,Quorum,UCRETAiYdh2dL5ZxB0_N1zDA,1,3,-1.6666666666666667,negativo,True
Ugzs8eXa8mdQ8wlS4FZ4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCi-vPdnpQreC7BkFs40mJGA,5,1,3.0,positivo,False
UgztKpwRx20oET8wGLJ4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCHTGCgY2l-DQJIvlA_cpa_Q,7,3,1.0,positivo,False
UgzuugQO6qMSbkVsdGp4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCtNyHmRZtvGF2hSvI2dUBWw,7,1,1.0,positivo,False
UgzvKLXKEkVzjn_XRHp4AaABAg,n8iP75gIpmw,Quorum,UCsjs5Hp_r86x1xbK6FAeqaA,1,1,3.0,positivo,False
UgzwvEpQc3M_AWvNDad4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCRcSR3Lvn9DZAmJpVPANfZQ,5,1,2.0,positivo,False
Ugzx7TTfRu5S-pT0LuZ4AaABAg,n8iP75gIpmw,Quorum,UCz3gu01bmjNv0DpRq-K3XYg,1,1,-2.0,negativo,False
UgzxhrnRAMNePfy6u7J4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCGX_UbAQOXGZknv5iqklwTA,7,1,-2.0,negativo,False
UgzzpE27HS1dmWfyATJ4AaABAg,n8iP75gIpmw,Quorum,UC-hfX8J5JPJ-dfuakzegMLA,1,6,0.5,neutro,True
